id,title,authors,published_date,url,pdf
2410.12945v1,On a conjecture of Simpson,"Panagiotis Dimakis, Sebastian Schulz",2024-10-16,http://arxiv.org/abs/2410.12945v1,http://arxiv.org/pdf/2410.12945v1
2410.11311v1,Symmetry in Deformation quantization and Geometric quantization,"Naichung Conan Leung, Qin Li, Ziming Nikolas Ma",2024-10-15,http://arxiv.org/abs/2410.11311v1,http://arxiv.org/pdf/2410.11311v1
2410.11032v1,Integrability of bi-Hamiltonian systems using Casimir functions and characteristic polynomials,I. K. Kozlov,2024-10-14,http://arxiv.org/abs/2410.11032v1,http://arxiv.org/pdf/2410.11032v1
2410.10785v1,An analogue of Whittaker reduction for group-valued moment maps,Ana Balibanu,2024-10-14,http://arxiv.org/abs/2410.10785v1,http://arxiv.org/pdf/2410.10785v1
2410.09976v2,"Quantum Linear Time-Translation-Invariant Systems: Conjugate Symplectic Structure, Uncertainty Bounds, and Tomography","Jacques Ding, Hudson A. Loughlin, Vivishek Sudhir",2024-10-13,http://arxiv.org/abs/2410.09976v2,http://arxiv.org/pdf/2410.09976v2
2410.08167v2,Invariant measures for some dissipative systems from the Jacobi last multiplier,Aritra Ghosh,2024-10-10,http://arxiv.org/abs/2410.08167v2,http://arxiv.org/pdf/2410.08167v2
2410.06749v1,On the extension of singular linear infinite-dimensional Hamiltonian flows,"Vladimir Glazatov, Vsevolod Sakbaev",2024-10-09,http://arxiv.org/abs/2410.06749v1,http://arxiv.org/pdf/2410.06749v1
2410.06918v2,Fillability obstructions for high-dimensional confoliations,"Robert Cardona, Fabio Gironella",2024-10-09,http://arxiv.org/abs/2410.06918v2,http://arxiv.org/pdf/2410.06918v2
2410.05846v2,Mikami-Weinstein type theorem for cosymplectic groupoid actions,Shuhei Yonehara,2024-10-08,http://arxiv.org/abs/2410.05846v2,http://arxiv.org/pdf/2410.05846v2
2410.06197v1,Integral Kirwan Surjectivity,"Daniel Pomerleano, Constantin Teleman",2024-10-08,http://arxiv.org/abs/2410.06197v1,http://arxiv.org/pdf/2410.06197v1
2410.06018v1,"Sensitivities in complex-time flows: phase transitions, Hamiltonian structure and differential geometry","Dirk Lebiedz, Johannes Poppe",2024-10-08,http://arxiv.org/abs/2410.06018v1,http://arxiv.org/pdf/2410.06018v1
2410.06034v2,Graded Poisson and Graded Dirac structures,"Manuel de León, Rubén Izquierdo-López",2024-10-08,http://arxiv.org/abs/2410.06034v2,http://arxiv.org/pdf/2410.06034v2
2410.05532v2,Background Cohomology and Symplectic Reduction,Maxim Braverman,2024-10-07,http://arxiv.org/abs/2410.05532v2,http://arxiv.org/pdf/2410.05532v2
2410.04622v1,Hamiltonian thermodynamics on symplectic manifolds,"Aritra Ghosh, E. Harikumar",2024-10-06,http://arxiv.org/abs/2410.04622v1,http://arxiv.org/pdf/2410.04622v1
2410.04572v2,Poisson Bracket Invariants and Wrapped Floer Homology,Yaniv Ganor,2024-10-06,http://arxiv.org/abs/2410.04572v2,http://arxiv.org/pdf/2410.04572v2
2410.04158v3,Weinstein exactness of nearby Lagrangians: towards the Lagrangian $C^{0}$ flux conjecture,"Marcelo S. Atallah, Jean-Philippe ChassĂŠ, RĂŠmi Leclercq, Egor Shelukhin",2024-10-05,http://arxiv.org/abs/2410.04158v3,http://arxiv.org/pdf/2410.04158v3
2410.03611v1,3d Mirror Symmetry is Mirror Symmetry,"Ki Fung Chan, Naichung Conan Leung",2024-10-04,http://arxiv.org/abs/2410.03611v1,http://arxiv.org/pdf/2410.03611v1
2410.03914v1,Remarks on eternal classes in symplectic cohomology,Dylan Cant,2024-10-04,http://arxiv.org/abs/2410.03914v1,http://arxiv.org/pdf/2410.03914v1
2410.03322v1,Strict quantization for compact pseudo-Kähler manifolds and group actions,Andrea Galasso,2024-10-04,http://arxiv.org/abs/2410.03322v1,http://arxiv.org/pdf/2410.03322v1
2410.02739v1,On an Axiomatization of Path Integral Quantization and its Equivalence to Berezin's Quantization,Joshua Lackman,2024-10-03,http://arxiv.org/abs/2410.02739v1,http://arxiv.org/pdf/2410.02739v1
2410.02570v1,On the cohomology of differentiable stacks,"Matias del Hoyo, Cristian Ortiz, Fernando Studzinski",2024-10-03,http://arxiv.org/abs/2410.02570v1,http://arxiv.org/pdf/2410.02570v1
2410.02960v2,Variational Principles for Hamiltonian Systems,"Brian K. Tran, Melvin Leok",2024-10-03,http://arxiv.org/abs/2410.02960v2,http://arxiv.org/pdf/2410.02960v2
2410.01977v2,$S^1$-equivariant relative symplectic cohomology and relative symplectic capacities,Jonghyeon Ahn,2024-10-02,http://arxiv.org/abs/2410.01977v2,http://arxiv.org/pdf/2410.01977v2
2409.19744v1,Construction of holomorphic quilts in Cartesian product of closed surfaces,Zuyi Zhang,2024-09-29,http://arxiv.org/abs/2409.19744v1,http://arxiv.org/pdf/2409.19744v1
2409.19116v2,First integrals of some two-dimensional integrable Hamiltonian systems,"Aritra Ghosh, Akash Sinha, Bijan Bagchi",2024-09-27,http://arxiv.org/abs/2409.19116v2,http://arxiv.org/pdf/2409.19116v2
2409.14651v1,On cobordism groups of Lagrangian immersions,Dominique Rathel-Fournier,2024-09-23,http://arxiv.org/abs/2409.14651v1,http://arxiv.org/pdf/2409.14651v1
2409.14142v1,On the spectral capacity of submanifolds,"Dylan Cant, Jun Zhang",2024-09-21,http://arxiv.org/abs/2409.14142v1,http://arxiv.org/pdf/2409.14142v1
2409.13497v1,Partial Dirac structures in infinite dimension,"Fernand Pelletier, Patrick Cabau",2024-09-20,http://arxiv.org/abs/2409.13497v1,http://arxiv.org/pdf/2409.13497v1
2409.12056v1,A comparison between classical and Bohmian quantum chaos,"Athanasios C. Tzemos, George Contopoulos",2024-09-18,http://arxiv.org/abs/2409.12056v1,http://arxiv.org/pdf/2409.12056v1
2409.07990v1,Outer symplectic billiards,"Peter Albers, Ana Chavez Caliz, Serge Tabachnikov",2024-09-12,http://arxiv.org/abs/2409.07990v1,http://arxiv.org/pdf/2409.07990v1
2409.08261v1,Toric mirror monodromies and Lagrangian spheres,Vivek Shende,2024-09-12,http://arxiv.org/abs/2409.08261v1,http://arxiv.org/pdf/2409.08261v1
2409.07814v1,Kodaira-Spencer maps for elliptic orbispheres as isomorphisms of Frobenius algebras,Sangwook Lee,2024-09-12,http://arxiv.org/abs/2409.07814v1,http://arxiv.org/pdf/2409.07814v1
2409.07922v2,Quantum cohomology and Fukaya summands from monotone Lagrangian tori,Jack Smith,2024-09-12,http://arxiv.org/abs/2409.07922v2,http://arxiv.org/pdf/2409.07922v2
2409.07316v3,On Character Variety of Anosov Representations,"Krishnendu Gongopadhyay, Tathagata Nayak",2024-09-11,http://arxiv.org/abs/2409.07316v3,http://arxiv.org/pdf/2409.07316v3
2409.06303v1,S-dual of Hamiltonian $\mathbf G$ spaces and relative Langlands duality,Hiraku Nakajima,2024-09-10,http://arxiv.org/abs/2409.06303v1,http://arxiv.org/pdf/2409.06303v1
2409.05829v1,Symplectic Reduction in Infinite Dimensions,"Tobias Diez, Gerd Rudolph",2024-09-09,http://arxiv.org/abs/2409.05829v1,http://arxiv.org/pdf/2409.05829v1
2409.03922v1,On the exponential type conjecture,Zihong Chen,2024-09-05,http://arxiv.org/abs/2409.03922v1,http://arxiv.org/pdf/2409.03922v1
2409.01743v2,A survey of equivariant operations on quantum cohomology for symplectic manifolds,Nicholas Wilkins,2024-09-03,http://arxiv.org/abs/2409.01743v2,http://arxiv.org/pdf/2409.01743v2
2408.16139v1,The Eisenhart Lift and Hamiltonian Systems,Amir Babak Aazami,2024-08-28,http://arxiv.org/abs/2408.16139v1,http://arxiv.org/pdf/2408.16139v1
2408.15786v3,Cohomological integrality for symmetric quotient stacks,Lucien Hennecart,2024-08-28,http://arxiv.org/abs/2408.15786v3,http://arxiv.org/pdf/2408.15786v3
2408.15191v2,Relative Equilibria for Scaling Symmetries and Central Configurations,"Giovanni Rastelli, Manuele Santoprete",2024-08-27,http://arxiv.org/abs/2408.15191v2,http://arxiv.org/pdf/2408.15191v2
2408.14733v2,On left-invariant semi-Kähler structures on six-dimensional nilpotent nonsymplectic Lie groups,"N. K. Smolentsev, K. V. Chernova",2024-08-27,http://arxiv.org/abs/2408.14733v2,http://arxiv.org/pdf/2408.14733v2
2408.14883v3,Lagrangian Surplusection Phenomena,"Georgios Dimitroglou Rizell, Jonathan David Evans",2024-08-27,http://arxiv.org/abs/2408.14883v3,http://arxiv.org/pdf/2408.14883v3
2408.14091v2,Unimodularity and invariant volume forms for Hamiltonian dynamics on coisotropic Poisson homogeneous spaces,"Ivan Gutierrez-Sagredo, David Iglesias Ponte, Juan Carlos Marrero, Edith Padrón",2024-08-26,http://arxiv.org/abs/2408.14091v2,http://arxiv.org/pdf/2408.14091v2
2408.11575v5,Least Constraint and Contact Dynamics of Stochastic Vector Bundles,"D. Y. Zhong, G. Q. Wang",2024-08-21,http://arxiv.org/abs/2408.11575v5,http://arxiv.org/pdf/2408.11575v5
2408.11932v1,Scheme-theoretic coisotropic reduction,"Peter Crooks, Maxence Mayrand",2024-08-21,http://arxiv.org/abs/2408.11932v1,http://arxiv.org/pdf/2408.11932v1
2408.09039v2,Symplectic cohomology relative to a smooth anticanonical divisor,"Daniel Pomerleano, Paul Seidel",2024-08-16,http://arxiv.org/abs/2408.09039v2,http://arxiv.org/pdf/2408.09039v2
2408.06613v1,High-order Structure-preserving Methods for Damped Hamiltonian System,Lu Li,2024-08-13,http://arxiv.org/abs/2408.06613v1,http://arxiv.org/pdf/2408.06613v1
2408.06267v1,The weighted Hermite--Einstein equation,"Michael Hallam, Abdellah Lahdili",2024-08-12,http://arxiv.org/abs/2408.06267v1,http://arxiv.org/pdf/2408.06267v1
2408.04457v1,On the incompleteness of the classification of quadratically integrable Hamiltonian systems in the three-dimensional Euclidean space,Libor Snobl,2024-08-08,http://arxiv.org/abs/2408.04457v1,http://arxiv.org/pdf/2408.04457v1
2408.02955v1,Symplectic moduli space of 1-dimensional sheaves on Poisson surfaces,"Indranil Biswas, Dimitri Markushevich",2024-08-06,http://arxiv.org/abs/2408.02955v1,http://arxiv.org/pdf/2408.02955v1
2408.03012v3,Towards a characterization of toric hyperkähler varieties among symplectic singularities,Yoshinori Namikawa,2024-08-06,http://arxiv.org/abs/2408.03012v3,http://arxiv.org/pdf/2408.03012v3
2408.03279v1,"Pensive billiards, point vortices, and pucks","Theodore D. Drivas, Daniil Glukhovskiy, Boris Khesin",2024-08-06,http://arxiv.org/abs/2408.03279v1,http://arxiv.org/pdf/2408.03279v1
2408.01020v1,Geometric Linearization for Constraint Hamiltonian Systems,Andronikos Paliathanasis,2024-08-02,http://arxiv.org/abs/2408.01020v1,http://arxiv.org/pdf/2408.01020v1
2407.19908v1,Symplectic structures on the space of space curves,"Martin Bauer, Sadashige Ishida, Peter W. Michor",2024-07-29,http://arxiv.org/abs/2407.19908v1,http://arxiv.org/pdf/2407.19908v1
2407.17408v2,Generalized Uncertainty Principle theories and their classical interpretation,"Matteo Bruno, Sebastiano Segreto, Giovanni Montani",2024-07-24,http://arxiv.org/abs/2407.17408v2,http://arxiv.org/pdf/2407.17408v2
2407.17343v1,"Oscillatory motions, parabolic orbits and collision orbits in the planar circular restricted three-body problem","Marcel Guardia, José Lamas, Tere M. Seara",2024-07-24,http://arxiv.org/abs/2407.17343v1,http://arxiv.org/pdf/2407.17343v1
2407.15598v2,Shifted symplectic structure on Poisson Lie algebroid and generalized complex geometry,Yingdi Qin,2024-07-22,http://arxiv.org/abs/2407.15598v2,http://arxiv.org/pdf/2407.15598v2
2407.11583v1,Behavior of correlation functions in the dynamics of the Multiparticle Quantum Arnol'd Cat,Giorgio Mantica,2024-07-16,http://arxiv.org/abs/2407.11583v1,http://arxiv.org/pdf/2407.11583v1
2407.11191v1,Integrability of quantum dots,"Maciej Dunajski, Andrzej J. Maciejewski, Maria Przybylska",2024-07-15,http://arxiv.org/abs/2407.11191v1,http://arxiv.org/pdf/2407.11191v1
2407.09178v3,Shafarevich-Tate groups of holomorphic Lagrangian fibrations II,Anna Abasheva,2024-07-12,http://arxiv.org/abs/2407.09178v3,http://arxiv.org/pdf/2407.09178v3
2407.11066v3,"Quantum inverse scattering for the 20-vertex model up to Dynkin automorphism: crossing probabilities, 3D Poisson structure, triangular height functions, weak integrability",Pete Rigas,2024-07-12,http://arxiv.org/abs/2407.11066v3,http://arxiv.org/pdf/2407.11066v3
2407.09408v1,Liouville polarizations and the rigidity of their Lagrangian skeleta in dimension $4$,"Emmanuel Opshtein, Felix Schlenk",2024-07-12,http://arxiv.org/abs/2407.09408v1,http://arxiv.org/pdf/2407.09408v1
2407.08512v1,Anchored symplectic embeddings,"Michael Hutchings, Agniva Roy, Morgan Weiler, Yuan Yao",2024-07-11,http://arxiv.org/abs/2407.08512v1,http://arxiv.org/pdf/2407.08512v1
2407.08622v1,"Shifted cotangent bundles, symplectic groupoids and deformation to the normal cone","Damien Calaque, Pavel Safronov",2024-07-11,http://arxiv.org/abs/2407.08622v1,http://arxiv.org/pdf/2407.08622v1
2407.08866v1,"Hidden subcriticality, symplectic structure, and universality of sharp arithmetic spectral results for type I operators","Lingrui Ge, Svetlana Jitomirskaya",2024-07-11,http://arxiv.org/abs/2407.08866v1,http://arxiv.org/pdf/2407.08866v1
2407.07867v2,Hermitian-symplectic and Kahler structures on degenerate twistor deformations,"Andrey Soldatenkov, Misha Verbitsky",2024-07-10,http://arxiv.org/abs/2407.07867v2,http://arxiv.org/pdf/2407.07867v2
2407.08014v1,Constraints on symplectic quasi-states,"Adi Dickstein, Frol Zapolsky",2024-07-10,http://arxiv.org/abs/2407.08014v1,http://arxiv.org/pdf/2407.08014v1
2407.07877v3,Sections of Lagrangian fibrations on holomorphic symplectic manifolds,"Fedor Bogomolov, Ljudmila Kamenova, Misha Verbitsky",2024-07-10,http://arxiv.org/abs/2407.07877v3,http://arxiv.org/pdf/2407.07877v3
2407.06007v2,Algebraically trivial automorphisms of irreducible holomorphic symplectic manifolds,Stevell Muller,2024-07-08,http://arxiv.org/abs/2407.06007v2,http://arxiv.org/pdf/2407.06007v2
2407.05692v1,Global realisation of magnetic fields as 1$\frac{1}{2}$D Hamiltonian systems,"Nathan Duignan, David Perrella, David Pfefferlé",2024-07-08,http://arxiv.org/abs/2407.05692v1,http://arxiv.org/pdf/2407.05692v1
2407.05860v1,"Mabuchi rays, test configurations and quantization for toric manifolds","António Gouveia, José M. Mourão, João P. Nunes",2024-07-08,http://arxiv.org/abs/2407.05860v1,http://arxiv.org/pdf/2407.05860v1
2407.03693v1,Multi-toric geometries with larger compact symmetry,"Thomas Bruun Madsen, Andrew Swann",2024-07-04,http://arxiv.org/abs/2407.03693v1,http://arxiv.org/pdf/2407.03693v1
2407.03246v1,Moment maps and stability of holomorphic submersions,Annamaria Ortu,2024-07-03,http://arxiv.org/abs/2407.03246v1,http://arxiv.org/pdf/2407.03246v1
2407.01357v2,Non-density results in high dimensional stable Hamiltonian topology,"Robert Cardona, Fabio Gironella",2024-07-01,http://arxiv.org/abs/2407.01357v2,http://arxiv.org/pdf/2407.01357v2
2407.00831v2,Symplectic double groupoids and the generalized KĂ¤hler potential,"Daniel Ălvarez, Marco Gualtieri, Yucong Jiang",2024-06-30,http://arxiv.org/abs/2407.00831v2,http://arxiv.org/pdf/2407.00831v2
2407.00395v2,Regular Lagrangians are smooth Lagrangians,"Tomohiro Asano, StĂŠphane Guillermou, Yuichi Ike, Claude Viterbo",2024-06-29,http://arxiv.org/abs/2407.00395v2,http://arxiv.org/pdf/2407.00395v2
2406.19361v2,Atomic sheaves on hyper-KĂ¤hler manifolds via Bridgeland moduli spaces,"Hanfei Guo, Zhiyu Liu",2024-06-27,http://arxiv.org/abs/2406.19361v2,http://arxiv.org/pdf/2406.19361v2
2406.19340v1,Moment map flow on real reductive Lie groups and GIT estimates,"Christoph Böhm, Urs Hartl",2024-06-27,http://arxiv.org/abs/2406.19340v1,http://arxiv.org/pdf/2406.19340v1
2406.18023v1,"Analytic torsion for irreducible holomorphic symplectic fourfolds with involution, I: Construction of an invariant",Dai Imaike,2024-06-26,http://arxiv.org/abs/2406.18023v1,http://arxiv.org/pdf/2406.18023v1
2406.18042v2,Construction of symplectic solvmanifolds satisfying the hard-Lefschetz condition,"Adrián Andrada, Agustín Garrone",2024-06-26,http://arxiv.org/abs/2406.18042v2,http://arxiv.org/pdf/2406.18042v2
2406.18415v1,The $p$-adic Jaynes-Cummings model in symplectic geometry,"Luis Crespo, Álvaro Pelayo",2024-06-26,http://arxiv.org/abs/2406.18415v1,http://arxiv.org/pdf/2406.18415v1
2406.18773v2,On solvable complete symplectic Lie algebras,"M. Benyoussef, M. W. Mansouri, SM. Sbai",2024-06-26,http://arxiv.org/abs/2406.18773v2,http://arxiv.org/pdf/2406.18773v2
2406.17948v2,Transversality for perturbed special Lagrangian submanifolds,Emily Autumn Windes,2024-06-25,http://arxiv.org/abs/2406.17948v2,http://arxiv.org/pdf/2406.17948v2
2406.17668v1,The blow-down map in Lie algebroid cohomology,Andreas Schüßler,2024-06-25,http://arxiv.org/abs/2406.17668v1,http://arxiv.org/pdf/2406.17668v1
2406.15176v1,Polyfold fundamental classes and globally structured multivalued perturbations,"Dusa McDuff, Katrin Wehrheim",2024-06-21,http://arxiv.org/abs/2406.15176v1,http://arxiv.org/pdf/2406.15176v1
2406.14547v2,A Mathematical Definition of Path Integrals on Symplectic Manifolds,Joshua Lackman,2024-06-20,http://arxiv.org/abs/2406.14547v2,http://arxiv.org/pdf/2406.14547v2
2406.13047v1,Symplectic Representation of the Ginzburg-Landau Theory,"E. A. Reis, G. X. A. Petronilo, R. G. G. Amorim, H. Belich, F. C. Khanna, A. E. Santana",2024-06-18,http://arxiv.org/abs/2406.13047v1,http://arxiv.org/pdf/2406.13047v1
2406.11337v1,A modified Cayley transform for SU(3),"Kevin Schäfers, Michael Peardon, Michael Günther",2024-06-17,http://arxiv.org/abs/2406.11337v1,http://arxiv.org/pdf/2406.11337v1
2406.10925v2,Determination of the Hamiltonian from the Equations of Motion with Illustration from Examples,Chung-Ru Lee,2024-06-16,http://arxiv.org/abs/2406.10925v2,http://arxiv.org/pdf/2406.10925v2
2406.09171v2,Schur Quantization and Complex Chern-Simons theory,"Davide Gaiotto, Jörg Teschner",2024-06-13,http://arxiv.org/abs/2406.09171v2,http://arxiv.org/pdf/2406.09171v2
2406.08852v2,On Fukaya categories and prequantization bundles,"Tatsuki Kuwagaki, Adrian Petr, Vivek Shende",2024-06-13,http://arxiv.org/abs/2406.08852v2,http://arxiv.org/pdf/2406.08852v2
2406.08693v1,Infinity inner products and open Gromov--Witten invariants,Sebastian Haney,2024-06-12,http://arxiv.org/abs/2406.08693v1,http://arxiv.org/pdf/2406.08693v1
2406.08462v2,Periodic orbits of non-degenerate lacunary contact forms on prequantization bundles,"Miguel Abreu, Leonardo Macarini",2024-06-12,http://arxiv.org/abs/2406.08462v2,http://arxiv.org/pdf/2406.08462v2
2406.06819v1,Classification of nilpotent almost abelian Lie groups admitting left-invariant complex or symplectic structures,"Romina M. Arroyo, María L. Barberis, Verónica S. Diaz, Yamile Godoy, Isabel Hernández",2024-06-10,http://arxiv.org/abs/2406.06819v1,http://arxiv.org/pdf/2406.06819v1
2406.04591v1,Stability of the generalized Lagrangian mean curvature flow in cotangent bundle,"Xishen Jin, Jiawei Liu",2024-06-07,http://arxiv.org/abs/2406.04591v1,http://arxiv.org/pdf/2406.04591v1
2406.03639v1,Gravitating vortices and Symplectic Reduction by Stages,"L. Ălvarez-CĂłnsul, M. Garcia-Fernandez, O. GarcĂ­a-Prada, V. P. Pingali, C. -J. Yao",2024-06-05,http://arxiv.org/abs/2406.03639v1,http://arxiv.org/pdf/2406.03639v1
2406.01543v1,Symplectic Quantization and General Constraint Structure of a Prototypical Second-Class System,"Ignacio S. Gomez, Vipul Kumar Pandey, Ronaldo Thibes",2024-06-03,http://arxiv.org/abs/2406.01543v1,http://arxiv.org/pdf/2406.01543v1
2406.01379v2,Hypertoric Fukaya categories and categories O,"Laurent Côté, Benjamin Gammage, Justin Hilburn",2024-06-03,http://arxiv.org/abs/2406.01379v2,http://arxiv.org/pdf/2406.01379v2
2406.01531v1,The Optimal Reduction of a 2-Body Problem in R^3,"Hernán Cendra, María Eugenia García",2024-06-03,http://arxiv.org/abs/2406.01531v1,http://arxiv.org/pdf/2406.01531v1
2406.01036v1,Remarks on the geometric structure of port-Hamiltonian systems,"Jonas Kirchhoff, Bernhard Maschke",2024-06-03,http://arxiv.org/abs/2406.01036v1,http://arxiv.org/pdf/2406.01036v1
2406.00931v2,Cohomological splitting over rationally connected bases,"Shaoyun Bai, Daniel Pomerleano, Guangbo Xu",2024-06-03,http://arxiv.org/abs/2406.00931v2,http://arxiv.org/pdf/2406.00931v2
2406.00395v1,Holomorphic symplectic manifolds from semistable Higgs bundles,"Roland Abuaf, Riccardo Carini",2024-06-01,http://arxiv.org/abs/2406.00395v1,http://arxiv.org/pdf/2406.00395v1
2405.20301v1,Quantization commutes with reduction again: the quantum GIT conjecture I,"Daniel Pomerleano, Constantin Teleman",2024-05-30,http://arxiv.org/abs/2405.20301v1,http://arxiv.org/pdf/2405.20301v1
2405.19144v2,Lagrangian metric geometry with Riemannian bounds,Jean-Philippe ChassĂŠ,2024-05-29,http://arxiv.org/abs/2405.19144v2,http://arxiv.org/pdf/2405.19144v2
2405.18370v1,Cyclotomic Structures in Symplectic Topology,Semon Rezchikov,2024-05-28,http://arxiv.org/abs/2405.18370v1,http://arxiv.org/pdf/2405.18370v1
2405.17936v1,The 4-Planes of Spin(7) Manifolds,Eyup Yalcinkaya,2024-05-28,http://arxiv.org/abs/2405.17936v1,http://arxiv.org/pdf/2405.17936v1
2405.17273v1,A Derivation of Geometric Quantization via Feynman's Path Integral on Phase Space,Joshua Lackman,2024-05-27,http://arxiv.org/abs/2405.17273v1,http://arxiv.org/pdf/2405.17273v1
2405.17106v2,Commutator-based operator splitting for linear port-Hamiltonian systems,"Marius Mönch, Nicole Marheineke",2024-05-27,http://arxiv.org/abs/2405.17106v2,http://arxiv.org/pdf/2405.17106v2
2405.16092v1,A Gluing Problem for a Gauged Hyperbolic PDE,Amirmasoud Geevechi,2024-05-25,http://arxiv.org/abs/2405.16092v1,http://arxiv.org/pdf/2405.16092v1
2405.14464v1,On resonant energy sets for Hamiltonian systems with reflections,Krzysztof Frączek,2024-05-23,http://arxiv.org/abs/2405.14464v1,http://arxiv.org/pdf/2405.14464v1
2405.15048v2,Two-center problem with harmonic-like interactions: periodic orbits and non-integrability,"A. M. Escobar Ruiz, L. Jiménez-Lara, J. Llibre, Marco A. Zurita",2024-05-23,http://arxiv.org/abs/2405.15048v2,http://arxiv.org/pdf/2405.15048v2
2405.14914v1,Counting representations of quivers with multiplicities,Tanguy Vernet,2024-05-23,http://arxiv.org/abs/2405.14914v1,http://arxiv.org/pdf/2405.14914v1
2405.12902v1,Quantum Kirwan map and quantum Steenrod operation,Guangbo Xu,2024-05-21,http://arxiv.org/abs/2405.12902v1,http://arxiv.org/pdf/2405.12902v1
2405.12898v2,Coisotropic reduction in Multisymplectic Geometry,"Manuel de LeĂłn, RubĂŠn Izquierdo-LĂłpez",2024-05-21,http://arxiv.org/abs/2405.12898v2,http://arxiv.org/pdf/2405.12898v2
2405.11169v1,Moment Lagrangian correspondences are unobstructed after bulk deformation,Yao Xiao,2024-05-18,http://arxiv.org/abs/2405.11169v1,http://arxiv.org/pdf/2405.11169v1
2405.10737v1,A dual pair for the group of volume preserving diffeomorphisms,"Stefan Haller, Cornelia Vizman",2024-05-17,http://arxiv.org/abs/2405.10737v1,http://arxiv.org/pdf/2405.10737v1
2405.09036v1,Construction of special Lagrangian submanifolds of the Taub-NUT manifold and the Atiyah-Hitchin manifold,"Masato Arai, Kurando Baba",2024-05-15,http://arxiv.org/abs/2405.09036v1,http://arxiv.org/pdf/2405.09036v1
2405.07951v1,Scattering of the Toda system and the Gaussian $β$-ensemble,Reda Chhaibi,2024-05-13,http://arxiv.org/abs/2405.07951v1,http://arxiv.org/pdf/2405.07951v1
2405.07410v3,Non-unique Hamiltonians for Discrete Symplectic Dynamics,"Liyan Ni, Yihao Zhao, Zhonghan Hu",2024-05-13,http://arxiv.org/abs/2405.07410v3,http://arxiv.org/pdf/2405.07410v3
2405.07398v4,The positive fundamental group of ${\rm Sp}(2n)$,"Jian Wang, Qinglong Zhou",2024-05-12,http://arxiv.org/abs/2405.07398v4,http://arxiv.org/pdf/2405.07398v4
2405.05821v2,Equivariant formality in complex-oriented theories,"Shaoyun Bai, Daniel Pomerleano",2024-05-09,http://arxiv.org/abs/2405.05821v2,http://arxiv.org/pdf/2405.05821v2
2405.05856v3,Fukaya categories of hyperplane arrangements,"Sukjoo Lee, Yin Li, Si-Yang Liu, Cheuk Yu Mak",2024-05-09,http://arxiv.org/abs/2405.05856v3,http://arxiv.org/pdf/2405.05856v3
2405.05932v3,Non-symplectic automorphisms of prime order of O'Grady's tenfolds and cubic fourfolds,"Simone Billi, Annalisa Grossi",2024-05-09,http://arxiv.org/abs/2405.05932v3,http://arxiv.org/pdf/2405.05932v3
2405.04827v2,The Geometry of Three-Forms on Symplectic Six-Manifolds,Teng Fei,2024-05-08,http://arxiv.org/abs/2405.04827v2,http://arxiv.org/pdf/2405.04827v2
2405.05242v2,Quantum Steenrod operations and Fukaya categories,Zihong Chen,2024-05-08,http://arxiv.org/abs/2405.05242v2,http://arxiv.org/pdf/2405.05242v2
2405.04205v1,"Darboux's Theorem, Lie series and the standardization of the Salerno and Ablowitz-Ladik models","Marco Calabrese, Simone Paleari, Tiziano Penati",2024-05-07,http://arxiv.org/abs/2405.04205v1,http://arxiv.org/pdf/2405.04205v1
2405.03260v1,"The Ising Model Coupled to 2D Gravity: Higher-order Painlevé Equations/The $(3,4)$ String Equation",Nathan Hayford,2024-05-06,http://arxiv.org/abs/2405.03260v1,http://arxiv.org/pdf/2405.03260v1
2405.03424v1,Symplectic torus actions on complete intersections,Nicholas Lindsay,2024-05-06,http://arxiv.org/abs/2405.03424v1,http://arxiv.org/pdf/2405.03424v1
2405.03444v1,Donaldson divisors and spectral invariants,Yusuke Kawamoto,2024-05-06,http://arxiv.org/abs/2405.03444v1,http://arxiv.org/pdf/2405.03444v1
2405.03533v2,Comomentum sections and Poisson maps in Hamiltonian Lie algebroids,"Yuji Hirota, Noriaki Ikeda",2024-05-06,http://arxiv.org/abs/2405.03533v2,http://arxiv.org/pdf/2405.03533v2
2405.02272v2,Mapping Cone and Morse Theory,"David Clausen, Xiang Tang, Li-Sheng Tseng",2024-05-03,http://arxiv.org/abs/2405.02272v2,http://arxiv.org/pdf/2405.02272v2
2405.01106v1,High-dimensional families of holomorphic curves and three-dimensional energy surfaces,Rohil Prasad,2024-05-02,http://arxiv.org/abs/2405.01106v1,http://arxiv.org/pdf/2405.01106v1
2405.01513v2,Geometric Quantization Without Polarizations,Joshua Lackman,2024-05-02,http://arxiv.org/abs/2405.01513v2,http://arxiv.org/pdf/2405.01513v2
2405.01241v1,Port-Hamiltonian systems with energy and power ports,"Kaja Krhac, Bernhard Maschke, Arjan van der Schaft",2024-05-02,http://arxiv.org/abs/2405.01241v1,http://arxiv.org/pdf/2405.01241v1
2405.00419v2,The Serre spectral sequence of a Lie subalgebroid,"Ioan Mărcuţ, Andreas Schüßler",2024-05-01,http://arxiv.org/abs/2405.00419v2,http://arxiv.org/pdf/2405.00419v2
2404.19697v1,Fibering polarizations and Mabuchi rays on symmetric spaces of compact type,"Thomas Baier, Ana Cristina Ferreira, Joachim Hilgert, JosĂŠ M. MourĂŁo, JoĂŁo P. Nunes",2024-04-30,http://arxiv.org/abs/2404.19697v1,http://arxiv.org/pdf/2404.19697v1
